,Taiwan,Singapore,Iowa,Amsterdam,San Francisco,Sydney,Osaka,South Carolina,Johannesburg,Bahrain,Paris,Dublin,Brussels,London,Washington,North Carolina,Frankfurt,Kymenlaakso,Sao Paulo,Oregon,Hong Kong,Zurich,North Holland,Virginia,Stockholm,Ningxia,Jakarta Rya,Mumbai,Toronto,Seoul,California,Kuala Lumpur,Ohio,Utah,Doha,Quebec,Tokyo
Paris,7.275718581677483,6.848941513947751,6.227763382600152,0.34931897115926347,7.606268072638743,10.244744614122993,8.384725658801925,5.089052987197357,5.064252063022693,3.2657314068332504,0,0.4982738285082995,0,0.4982738285082995,7.553696540950497,5.474473741829415,0.3157727604665119,1.6762507337415258,5.755384049160787,7.57694840915744,6.753404105829766,0.3157727604665119,0.34931897115926347,5.077861655639138,1.365968052777994,6.1126013708419435,7.032194874051584,4.5995870219467285,5.0631866171374735,7.917292929689239,7.648978963726767,6.848941513947751,5.474473741829415,7.197124303421919,3.656069376551203,5.0631866171374735,8.729180601212363
Dublin,7.786610388691032,7.387266292157423,5.989123079839077,0.30381418414320294,7.378347768148883,10.797203393327692,8.868085840782545,4.939238583732701,5.525784571230734,3.7977549663920946,0.4982738285082995,0,0.4982738285082995,0,7.281502031306848,5.277143305183515,0.8099143517085885,1.7378733971175322,5.9288819152373815,7.3261617605545855,7.266152962200894,0.8099143517085885,0.30381418414320294,4.8857022811751225,1.34246563390019,6.599495800495065,7.574530751103079,5.134694926982135,4.834323925495273,8.40212262737846,7.446039399126173,7.387266292157423,5.277143305183515,6.948855744614413,4.1881595426737075,4.834323925495273,9.211135892986313
Brussels,7.275718581677483,6.848941513947751,6.227763382600152,0.34931897115926347,7.606268072638743,10.244744614122993,8.384725658801925,5.089052987197357,5.064252063022693,3.2657314068332504,0,0.4982738285082995,0,0.4982738285082995,7.553696540950497,5.474473741829415,0.3157727604665119,1.6762507337415258,5.755384049160787,7.57694840915744,6.753404105829766,0.3157727604665119,0.34931897115926347,5.077861655639138,1.365968052777994,6.1126013708419435,7.032194874051584,4.5995870219467285,5.0631866171374735,7.917292929689239,7.648978963726767,6.848941513947751,5.474473741829415,7.197124303421919,3.656069376551203,5.0631866171374735,8.729180601212363
London,7.786610388691032,7.387266292157423,5.989123079839077,0.30381418414320294,7.378347768148883,10.797203393327692,8.868085840782545,4.939238583732701,5.525784571230734,3.7977549663920946,0.4982738285082995,0,0.4982738285082995,0,7.281502031306848,5.277143305183515,0.8099143517085885,1.7378733971175322,5.9288819152373815,7.3261617605545855,7.266152962200894,0.8099143517085885,0.30381418414320294,4.8857022811751225,1.34246563390019,6.599495800495065,7.574530751103079,5.134694926982135,4.834323925495273,8.40212262737846,7.446039399126173,7.387266292157423,5.277143305183515,6.948855744614413,4.1881595426737075,4.834323925495273,9.211135892986313
Washington,7.9816166819064716,9.053017899833087,1.1532350132696223,7.733283692571826,0.6986161289670179,7.8291616433399795,6.982309174468146,2.751977690397311,9.97589291185023,10.255486271292966,7.553696540950497,7.281502031306848,7.553696540950497,7.281502031306848,0,2.1347513421562496,7.908523078886198,8.780967358503897,6.689644272817764,0.3213675978916406,8.450122681671552,7.908523078886198,7.733283692571826,2.4875730803061913,8.437770380833138,8.85691113807979,9.164706086887593,10.968245312877919,2.383682684355449,7.389994109728947,1.084134301485559,9.053017899833087,2.1347513421562496,0.49286927063633357,10.744407227012072,2.383682684355449,6.601938764569066
North Carolina,9.999847888835234,10.898845045477776,0.8649367686224032,5.716771106204602,1.9771659752402968,9.04903968340372,9.103244079519907,0.6329658408892733,7.701327955574408,7.954283089026377,5.474473741829415,5.277143305183515,5.474473741829415,5.277143305183515,2.1347513421562496,0,5.813573854799211,6.834833020927446,4.8088373974431775,2.034848117738651,10.471217801657716,5.813573854799211,5.716771106204602,0.31509410272182947,6.5013719236868095,10.980012791775163,10.949261106996225,9.365739947813967,0.5669396649923293,9.509683363896329,2.002267702376429,10.898845045477776,0,1.6830478933319277,8.442662401215763,0.5669396649923293,8.72230413957999
Frankfurt,6.898623871287363,6.5107278873962375,6.575501185005745,0.5203919544788498,7.954044421597613,9.92881104731673,7.991632344990424,5.411427905548203,4.9594261591639395,2.974743538524052,0.3157727604665119,0.8099143517085885,0.3157727604665119,0.8099143517085885,7.908523078886198,5.813573854799211,0,1.4219201492653326,5.937671022894579,7.928728097591453,6.379104568752574,0,0.5203919544788498,5.4158384909814465,1.1741805751525511,5.722533505535139,6.704809442418225,4.278984962785531,5.408516931144508,7.52472126256699,7.991525232997882,6.5107278873962375,5.813573854799211,7.548074149143973,3.34484172413954,5.408516931144508,8.33579036216532
Kymenlaakso,6.607464728992144,6.503612609318568,7.518160080961033,1.36834863383001,8.923914041474399,10.040978979170756,7.523355592543539,6.5263626808194,5.918108242600097,3.296825526997404,1.6762507337415258,1.7378733971175322,1.6762507337415258,1.7378733971175322,8.780967358503897,6.834833020927446,1.4219201492653326,0,7.33643010168538,8.850031261762473,6.115504217493349,1.4219201492653326,1.36834863383001,6.4452948719700505,0.33752188934240834,5.313210521992465,6.761506486184297,4.404899695122033,6.372256409798249,7.069369073035313,9.010387201220476,6.503612609318568,6.834833020927446,8.474448083317718,3.5485538085466306,6.372256409798249,7.856852000021497
Sao Paulo,10.318729634401624,9.061103022074708,5.579454007394851,6.154344077435672,6.159562186798587,9.586479113074615,11.730355724890664,4.113895497436745,3.971050724601378,6.137905157247568,5.755384049160787,5.9288819152373815,5.755384049160787,5.9288819152373815,6.689644272817764,4.8088373974431775,5.937671022894579,7.33643010168538,0,6.4265117310419555,9.820970526774163,5.937671022894579,6.154344077435672,4.63759570561535,7.127036169599517,9.737722995243157,8.963317562362953,7.2168725209771925,4.990635161868063,11.299479689327374,5.886023571563626,9.061103022074708,4.8088373974431775,6.173048817811013,6.583259575529777,4.990635161868063,11.438289924899983
Oregon,7.927750267678748,8.952740113312299,1.104502418841772,7.776575609822167,0.32384407505395885,7.616996745693136,6.962094135100096,2.608173781136429,9.79686355498616,10.1872184629478,7.57694840915744,7.3261617605545855,7.57694840915744,7.3261617605545855,0.3213675978916406,2.034848117738651,7.928728097591453,8.850031261762473,6.4265117310419555,0,8.399152011192204,7.928728097591453,7.776575609822167,2.4050819845869,8.50742045299395,8.847928770057417,9.050107352897161,10.91061404934339,2.358653439047277,7.371415653846465,0.7005647170109519,8.952740113312299,2.034848117738651,0.2989584473463083,10.679521472012505,2.358653439047277,6.579956720241849
Hong Kong,0.37792325300153884,1.2730281523926905,9.741794012023139,6.927022134481207,8.343421915911545,4.204424330398373,1.6660111033190397,10.878401158328806,6.036794852375669,3.673450073104066,6.753404105829766,7.266152962200894,6.753404105829766,7.266152962200894,8.450122681671552,10.471217801657716,6.379104568752574,6.115504217493349,9.820970526774163,8.399152011192204,0,6.379104568752574,6.927022134481207,10.860140685715113,6.502025212411343,0.9048364779800337,1.6607373263839786,2.435468996278008,10.888644750101118,1.2871531325140797,8.28273114811703,1.2730281523926905,10.471217801657716,8.785584456687875,3.2218150354637753,10.888644750101118,2.0121622201388814
Zurich,6.898623871287363,6.5107278873962375,6.575501185005745,0.5203919544788498,7.954044421597613,9.92881104731673,7.991632344990424,5.411427905548203,4.9594261591639395,2.974743538524052,0.3157727604665119,0.8099143517085885,0.3157727604665119,0.8099143517085885,7.908523078886198,5.813573854799211,0,1.4219201492653326,5.937671022894579,7.928728097591453,6.379104568752574,0,0.5203919544788498,5.4158384909814465,1.1741805751525511,5.722533505535139,6.704809442418225,4.278984962785531,5.408516931144508,7.52472126256699,7.991525232997882,6.5107278873962375,5.813573854799211,7.548074149143973,3.34484172413954,5.408516931144508,8.33579036216532
North Holland,7.444609001071092,7.0878217027400074,6.435620301083823,0,7.826537328249071,10.525655391562339,8.507903688892299,5.332290424798654,5.4904942119649185,3.546469496258984,0.34931897115926347,0.30381418414320294,0.34931897115926347,0.30381418414320294,7.733283692571826,5.716771106204602,0.5203919544788498,1.36834863383001,6.154344077435672,7.776575609822167,6.927022134481207,0.5203919544788498,0,5.323695716353999,1.0740385180477325,6.2424386375392675,7.287397794282959,4.852763792324813,5.277988802230695,8.042546581932324,7.890942287057939,7.0878217027400074,5.716771106204602,7.398508355436633,3.9151767955361354,5.277988802230695,8.850564089553435
Virginia,10.389280514056718,11.243650068317184,1.1860929915037843,5.323695716353999,2.358417573606797,9.375667288680317,9.496076344120768,0.4100798141816462,7.3822389347601645,7.566582282088824,5.077861655639138,4.8857022811751225,5.077861655639138,4.8857022811751225,2.4875730803061913,0.31509410272182947,5.4158384909814465,6.4452948719700505,4.63759570561535,2.4050819845869,10.860140685715113,5.4158384909814465,5.323695716353999,0,6.1133914253901995,10.976145163823343,11.317561777041666,8.97846577307622,0.32605164221232386,9.901902958250055,2.3745878653291363,11.243650068317184,0.31509410272182947,2.0485743864770463,8.053261584515482,0.32605164221232386,9.1155398556784
Stockholm,7.000049925310376,6.845346359350698,7.17871831189121,1.0740385180477325,8.5828703785932,10.370534502473733,7.94209089163989,6.206629128304906,5.999366697332576,3.5385371234044687,1.365968052777994,1.34246563390019,1.365968052777994,1.34246563390019,8.437770380833138,6.5013719236868095,1.1741805751525511,0.33752188934240834,7.127036169599517,8.50742045299395,6.502025212411343,1.1741805751525511,1.0740385180477325,6.1133914253901995,0,5.718697786309608,7.0915148288104515,4.705385482076034,6.034868004434168,7.485840700714119,8.672093174097343,6.845346359350698,6.5013719236868095,8.132381627601195,3.82196566230267,6.034868004434168,8.277270998520214
Ningxia,1.2588903610517619,2.056176324035299,10.195014776747234,6.2424386375392675,8.833721601206303,5.227673292771873,1.9847162844970878,10.828797281784006,6.158516575506443,3.3540214498007845,6.1126013708419435,6.599495800495065,6.1126013708419435,6.599495800495065,8.85691113807979,10.980012791775163,5.722533505535139,5.313210521992465,9.737722995243157,8.847928770057417,0.9048364779800337,5.722533505535139,6.2424386375392675,10.976145163823343,5.718697786309608,0,2.4681770167958383,2.3814490458829116,11.041067680474516,1.5154747587832595,8.814991888290972,2.056176324035299,10.980012791775163,9.23455616894615,2.9269003771244844,11.041067680474516,2.385483955476129
Jakarta Rya,1.8194109593868575,0.3473234932907676,10.33278386026194,7.287397794282959,8.929022531932588,3.1302150405773013,3.0699865433721456,11.043733864826534,4.939940439415556,3.637937455067428,7.032194874051584,7.574530751103079,7.032194874051584,7.574530751103079,9.164706086887593,10.949261106996225,6.704809442418225,6.761506486184297,8.963317562362953,9.050107352897161,1.6607373263839786,6.704809442418225,7.287397794282959,11.317561777041666,7.0915148288104515,2.4681770167958383,0,2.3140791164867647,11.430102922869755,2.8148346670665436,8.800242442833788,0.3473234932907676,10.949261106996225,9.42215616602985,3.2494609281974913,11.430102922869755,3.300688853204541
Mumbai,2.9002492136014943,2.148467638247123,10.261612800693833,4.852763792324813,10.844210831956715,5.475820482282218,4.182710195353383,8.744652506693885,3.6988362316648633,1.2733025580723485,4.5995870219467285,5.134694926982135,4.5995870219467285,5.134694926982135,10.968245312877919,9.365739947813967,4.278984962785531,4.404899695122033,7.2168725209771925,10.91061404934339,2.435468996278008,4.278984962785531,4.852763792324813,8.97846577307622,4.705385482076034,2.3814490458829116,2.3140791164867647,0,9.10643057434524,3.751890030050255,10.768461439809641,2.148467638247123,9.365739947813967,11.230669573380315,0.8741430200834497,9.10643057434524,4.549221251046273
Toronto,10.419212515789475,11.366724057480747,1.0986117371469888,5.277988802230695,2.379672936120201,9.588227544831858,9.483693907068838,0.8024347230412232,7.633406403631074,7.687887334970122,5.0631866171374735,4.834323925495273,5.0631866171374735,4.834323925495273,2.383682684355449,0.5669396649923293,5.408516931144508,6.372256409798249,4.990635161868063,2.358653439047277,10.888644750101118,5.408516931144508,5.277988802230695,0.32605164221232386,6.034868004434168,11.041067680474516,11.430102922869755,9.10643057434524,0,9.889120918559662,2.4671840289252565,11.366724057480747,0.5669396649923293,1.992999188843406,8.170614976681428,0,9.103898336538768
Seoul,0.944124938290587,2.476354435936642,8.727761766222908,8.042546581932324,7.351116014817685,4.566144620219969,0.40520068094291517,9.980794623219976,7.410473708504141,4.911451125563991,7.917292929689239,8.40212262737846,7.917292929689239,8.40212262737846,7.389994109728947,9.509683363896329,7.52472126256699,7.069369073035313,11.299479689327374,7.371415653846465,1.2871531325140797,7.52472126256699,8.042546581932324,9.901902958250055,7.485840700714119,1.5154747587832595,2.8148346670665436,3.751890030050255,9.889120918559662,0,7.329771941141591,2.476354435936642,9.509683363896329,7.759609524906629,4.463492769606852,9.889120918559662,0.8054598009802305
California,7.808542927191338,8.732633335785845,1.3616198194384417,7.890942287057939,0.32558057169806887,7.169425984684092,6.920561193849826,2.403209336093987,9.424883851475268,10.04853264755695,7.648978963726767,7.446039399126173,7.648978963726767,7.446039399126173,1.084134301485559,2.002267702376429,7.991525232997882,9.010387201220476,5.886023571563626,0.7005647170109519,8.28273114811703,7.991525232997882,7.890942287057939,2.3745878653291363,8.672093174097343,8.814991888290972,8.800242442833788,10.768461439809641,2.4671840289252565,7.329771941141591,0,8.732633335785845,2.002267702376429,0.8346316865800887,10.546183340107827,2.4671840289252565,6.5377311033182846
Kuala Lumpur,1.475814304561121,0,10.254534877491887,7.0878217027400074,8.846288591664628,3.4074061027302456,2.760983218824439,10.987372288718769,5.097531997605225,3.4985722979491136,6.848941513947751,7.387266292157423,6.848941513947751,7.387266292157423,9.053017899833087,10.898845045477776,6.5107278873962375,6.503612609318568,9.061103022074708,8.952740113312299,1.2730281523926905,6.5107278873962375,7.0878217027400074,11.243650068317184,6.845346359350698,2.056176324035299,0.3473234932907676,2.148467638247123,11.366724057480747,2.476354435936642,8.732633335785845,0,10.898845045477776,9.329618280442942,3.0855348570747374,11.366724057480747,3.018694840549477
Ohio,9.999847888835234,10.898845045477776,0.8649367686224032,5.716771106204602,1.9771659752402968,9.04903968340372,9.103244079519907,0.6329658408892733,7.701327955574408,7.954283089026377,5.474473741829415,5.277143305183515,5.474473741829415,5.277143305183515,2.1347513421562496,0,5.813573854799211,6.834833020927446,4.8088373974431775,2.034848117738651,10.471217801657716,5.813573854799211,5.716771106204602,0.31509410272182947,6.5013719236868095,10.980012791775163,10.949261106996225,9.365739947813967,0.5669396649923293,9.509683363896329,2.002267702376429,10.898845045477776,0,1.6830478933319277,8.442662401215763,0.5669396649923293,8.72230413957999
Utah,8.314180074460475,9.329618280442942,0.7327142794956032,7.398508355436633,0.5283154429204906,7.922247283560776,7.350598858000609,2.2709619419846057,9.4605736388996,9.809220244788573,7.197124303421919,6.948855744614413,7.197124303421919,6.948855744614413,0.49286927063633357,1.6830478933319277,7.548074149143973,8.474448083317718,6.173048817811013,0.2989584473463083,8.785584456687875,7.548074149143973,7.398508355436633,2.0485743864770463,8.132381627601195,9.23455616894615,9.42215616602985,11.230669573380315,1.992999188843406,7.759609524906629,0.8346316865800887,9.329618280442942,1.6830478933319277,0,10.300286756619297,1.992999188843406,6.968613170781262
Doha,3.7045878600311255,3.0855348570747374,9.328508726180258,3.9151767955361354,10.61225601129879,6.4019480117086935,4.916061499273953,7.8380248825555965,3.4459613679065537,0.3719778820688351,3.656069376551203,4.1881595426737075,3.656069376551203,4.1881595426737075,10.744407227012072,8.442662401215763,3.34484172413954,3.5485538085466306,6.583259575529777,10.679521472012505,3.2218150354637753,3.34484172413954,3.9151767955361354,8.053261584515482,3.82196566230267,2.9269003771244844,3.2494609281974913,0.8741430200834497,8.170614976681428,4.463492769606852,10.546183340107827,3.0855348570747374,8.442662401215763,10.300286756619297,0,8.170614976681428,5.298746813049949
Quebec,10.419212515789475,11.366724057480747,1.0986117371469888,5.277988802230695,2.379672936120201,9.588227544831858,9.483693907068838,0.8024347230412232,7.633406403631074,7.687887334970122,5.0631866171374735,4.834323925495273,5.0631866171374735,4.834323925495273,2.383682684355449,0.5669396649923293,5.408516931144508,6.372256409798249,4.990635161868063,2.358653439047277,10.888644750101118,5.408516931144508,5.277988802230695,0.32605164221232386,6.034868004434168,11.041067680474516,11.430102922869755,9.10643057434524,0,9.889120918559662,2.4671840289252565,11.366724057480747,0.5669396649923293,1.992999188843406,8.170614976681428,0,9.103898336538768
Tokyo,1.5834077925593988,3.018694840549477,7.9400069005433345,8.850564089553435,6.558313605289259,4.408999787055566,0.3276936742500567,9.196637502241757,8.121607781151198,5.749483698265246,8.729180601212363,9.211135892986313,8.729180601212363,9.211135892986313,6.601938764569066,8.72230413957999,8.33579036216532,7.856852000021497,11.438289924899983,6.579956720241849,2.0121622201388814,8.33579036216532,8.850564089553435,9.1155398556784,8.277270998520214,2.385483955476129,3.300688853204541,4.549221251046273,9.103898336538768,0.8054598009802305,6.5377311033182846,3.018694840549477,8.72230413957999,6.968613170781262,5.298746813049949,9.103898336538768,0
